STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,GEO_AREA,Geographical area,AGE,Age,SEX,Sex,EDUCATION_LEVEL,Education level,INCOME_GROUP,Income group,EMP_STATUS,Employment status,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,UNIT_MULT,Unit multiplier,TIME_HORIZON_USE,Time horizon,DECIMALS,Decimals,BREAKDOWN_V7_HH,V7 Breakdowns households
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,GRC,Greece,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,80.3816,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,CRI,Costa Rica,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,64.84164233,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,CZE,Czechia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,86.9996,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,CZE,Czechia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,88.0204,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,CHE,Switzerland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,95.509064,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,COL,Colombia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,52.15725365,,B,Time series break,D,Definition differs,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,KOR,Korea,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,99.68928795,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,CAN,Canada,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,86.9,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ISR,Israel,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,74.29,,D,Definition differs,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,USA,United States,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,73.37,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,CZE,Czechia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,89.3125,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,DEU,Germany,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,91.4079,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,EU28,European Union (28 countries),A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,86.8587,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,FIN,Finland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,94.3613,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,EU27,European Union (27 countries),A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,85.8054,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,CHL,Chile,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,79.29779525,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,AUS,Australia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,86.11,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BRA,Brazil,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,83.17,,D,Definition differs,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,NLD,Netherlands,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,98.2309,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,SVK,Slovak Republic,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,81.3251,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,AUT,Austria,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,95.0006,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,DNK,Denmark,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,95.2724,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BEL,Belgium,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,89.7301,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ROU,Romania,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,76.4465,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,LUX,Luxembourg,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,95.1973,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,MEX,Mexico,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,55.80114563,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,IRL,Ireland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,91.8229,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,FRA,France,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,82.6207,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,HRV,Croatia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,77.3398,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ITA,Italy,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,88.1032,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,TUR,Türkiye,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,90.7316,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,SVN,Slovenia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,81.7369,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,HUN,Hungary,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,75.6375,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,PRT,Portugal,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,76.935,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,NOR,Norway,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,98.3832,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,POL,Poland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,81.878,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ESP,Spain,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,83.3862,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,LTU,Lithuania,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,74.9651,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ISL,Iceland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,98.3639,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BGR,Bulgaria,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,67.3259,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,MEX,Mexico,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,50.67495317,,B,Time series break,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
